video4_3.avi,0.75757275
video9_2.avi,0.34466065
video6_3.avi,0.63349423
video4_4.avi,1.4035075
video5_3.avi,0.60716562
video6_4.avi,1.26864644
video5_4.avi,1.29751197
video5_2.avi,0.35440429
video9_4.avi,1.25011431
video9_1.avi,0.21565332
video10_2.avi,0.45973346
video4_2.avi,0.45940244
video1_4.avi,1.05618253
video7_3.avi,0.5633328
video10_1.avi,0.34073819
video3_2.avi,0.53560357
video2_2.avi,0.48924299
video1_2.avi,0.29510791
video9_3.avi,0.69175461
video2_1.avi,0.3256271
video7_1.avi,0.16351724
video6_2.avi,0.39022739
video7_4.avi,1.11963462
video3_4.avi,1.38600488
video8_3.avi,0.67020713
video1_1.avi,0.17735836
video3_3.avi,0.88975181
video8_1.avi,0.30122857
video6_1.avi,0.32936282
video8_2.avi,0.3673014
video1_3.avi,0.6118842
video3_1.avi,0.35136776
video5_1.avi,0.25653705
video2_4.avi,1.45143203
video4_1.avi,0.4075236
video2_3.avi,0.80261389
video8_4.avi,1.27445598
video7_2.avi,0.29683094
video10_3.avi,0.71031503
video10_4.avi,1.37521402
